30344	0
30466	0
31084	0
34552	1
32538	1
32951	0
33564	1
31367	1
34047	0
33491	1
33064	1
32025	1
31184	1
30102	1
31454	1
32070	0
31241	0
30333	1
31923	0
31966	0
30277	0
31477	0
33750	0
31311	0
32895	0
32600	1
33630	1
31698	0
30561	0
33567	1
33796	0
33050	1
34377	1
30752	0
33470	0
30338	0
32228	0
30111	0
30131	0
34140	0
32679	0
30757	1
32433	0
33084	0
30685	0
34515	0
33370	1
33116	1
34339	0
34330	0
33863	1
33042	1
33384	0
32008	1
33661	0
34304	0
33647	0
34204	1
32618	0
33739	0
32222	1
30143	1
33508	1
31125	1
33919	1
32063	0
34173	0
32143	1
34558	1
30956	0
30009	1
31572	1
31168	0
30825	1
30731	1
34197	0
31690	0
34272	0
33878	0
34409	1
30347	0
30177	1
33679	0
31734	1
31646	0
32030	0
31795	0
33465	1
32100	0
32750	0
31971	0
33240	1
34149	0
34475	1
31702	1
34504	0
30134	1
30061	1
31554	1
33097	0
33929	0
31328	1
30221	1
30258	1
30796	0
32984	1
33509	1
33166	0
30414	1
32547	1
33223	0
33455	0
32169	0
33845	0
31419	1
33306	0
31716	0
33241	0
33540	0
30589	0
33286	1
33325	1
30669	1
32432	0
30253	1
32508	0
32766	0
32012	1
32167	1
30144	0
30348	0
31807	0
30117	0
33650	0
30283	0
34548	0
32185	0
31933	0
31851	0
30285	1
32710	0
31020	0
30422	0
32887	1
32123	0
31028	0
34119	1
33272	1
33920	0
32615	0
31196	0
30020	0
32727	0
30242	0
31516	1
30747	0
31411	1
30838	0
30436	0
32369	0
30230	0
32227	0
30257	0
31495	0
34557	0
34395	0
33921	0
32086	0
32348	0
34281	0
33950	0
32890	0
30803	0
30638	0
31784	1
32238	0
33868	1
32611	1
30671	0
33721	0
31019	0
32397	0
31282	0
33479	0
33668	1
30709	0
31189	0
30035	0
32091	0
32703	0
33312	0
33115	0
32449	1
33783	0
32668	0
30300	0
33592	0
30270	1
34307	0
31715	1
31247	1
30267	0
33227	0
33615	1
32647	0
30998	0
32005	1
30301	1
34583	1
34283	1
33559	0
32339	0
33307	0
33789	0
31822	0
31440	1
31016	1
32617	0
33775	1
32661	1
31642	0
31819	1
32634	0
30383	1
33791	0
33026	1
33717	0
31437	0
33245	1
32414	1
30657	1
33209	0
31082	0
30898	1
32489	0
33082	1
30093	1
31253	1
30933	1
31946	0
30763	0
33785	0
33372	0
32952	0
32690	1
30864	1
32442	0
34288	0
31726	0
30245	0
33985	0
33196	1
30966	0
32294	1
33629	0
30209	0
34482	0
33636	0
34297	1
30059	0
31142	0
33693	0
30231	0
34342	0
34079	0
31977	0
30628	1
32082	0
31326	0
31832	0
31377	1
34425	1
31755	1
34303	1
33149	0
34221	1
31104	1
33018	1
32484	1
32114	0
30893	0
31149	1
33632	1
33945	0
33524	1
33813	0
30272	0
33495	1
32588	1
31095	1
34142	1
33463	0
33741	1
30886	0
33289	1
34234	1
32393	0
32584	1
31533	0
32823	0
32109	0
32268	0
30107	0
33385	0
30980	0
31779	0
33068	1
30511	0
31586	1
31218	1
34183	0
33339	0
30041	0
33453	1
32743	0
34122	0
33072	0
31164	0
34419	0
30002	1
33349	1
33048	0
30832	0
32469	1
33138	0
30497	0
30171	0
30499	0
34174	0
33310	0
31085	0
32870	0
32301	1
30352	1
33735	0
30636	0
31929	0
33829	0
31292	1
33258	0
31310	0
30775	1
34135	1
34599	1
31859	1
34598	0
33239	0
32424	1
34435	0
31110	0
34345	1
31178	1
34447	0
30098	1
31343	0
32973	0
30469	0
32933	0
31236	0
30343	0
32295	0
32047	1
30490	0
32910	1
32319	1
32107	0
32418	1
33777	1
30388	0
32476	0
32231	0
32867	0
31206	0
33192	0
31009	1
31145	0
31341	0
30477	0
32868	0
31136	0
31571	1
31146	1
32234	1
32877	1
32045	0
34082	0
34217	1
32939	1
34042	0
33806	1
32075	0
33177	1
33538	1
33847	1
30105	0
32313	0
33452	0
30529	1
33514	1
32216	0
30719	1
32410	1
33952	1
31271	0
33855	0
32235	0
33051	1
33968	0
32178	1
30029	0
33371	1
33414	0
31826	0
33572	1
31791	0
32287	0
30828	0
32918	0
30815	0
32905	0
31711	1
33993	1
30122	0
31077	1
32677	0
30855	0
